name	cholesterol	sodium	dietary_fiber	sugars	protein	vitamin_a_dv	vitamin_c_dv	calcium_dv	iron_dv	calories_from_fat	saturated_fat	trans_fat	carbohydrates
cookie	-0.5792360638	-0.2938118366	-0.5015793002	-0.627638548	-0.7933285588	-0.2564568153	-0.1524293888	-0.9560562495	0.339745386	0.4940314995	0.4670589962	-0.4298628772	-0.4088420506
AppleDipperswithLowFatCaramelDip	-0.4330265879	-0.5695451007	-0.5015793002	0.3881192333	-1.271047859	-0.3171382914	4.6822841548	-0.2494838308	-0.8481394457	-1.0239379682	-1.1436040971	-0.4298628772	1.1851583662
AppleSlices†	-0.8229185236	-0.8108117067	-0.5015793002	1.0132009449	-1.271047859	-0.3171382914	16.4831440944	0.614104681	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.7770234998
ChocolateMcCafé®Shake	-0.1506910483	-0.5255703991	-0.234531633	0.1725738155	-0.546232369	-0.1497411159	-0.1524293888	-0.2454230698	-0.0289085273	-0.049538469	0.337465414	1.7327350212	0.0886307988
ChocolateMcCafé®Shake	-0.1730986308	-0.5235895566	-0.2864575683	0.2144854245	-0.4748490253	-0.1485786355	-0.1524293888	-0.2200433133	0.1417645808	-0.0898029111	0.2880964303	1.3122298743	0.1404267287
ChocolateMcCafé®Shake	-0.1583299969	-0.5209784462	-0.3255706105	0.2318488054	-0.4893253677	-0.1516433565	-0.1524293888	-0.1531330464	-0.0382179695	-0.0898029111	0.3206350786	1.7081600451	0.1689601718
ChocolateTripleThick®Shakecup	-0.1140240951	-0.5131451148	-0.1495619208	0.3028808181	-0.4024673132	-0.1516433565	-0.1524293888	-0.0193125126	0.0157767956	-0.3021063332	0.0277872435	0.9954857377	0.2606748103
ChocolateTripleThick®Shakecup	-0.1506910483	-0.5136853446	-0.234531633	0.323455608	-0.4144477345	-0.1497411159	-0.1524293888	-0.0423850184	-0.0289085273	-0.2911251217	0.0412515118	1.7327350212	0.3112759901
ChocolateTripleThick®Shakecup	-0.1140240951	-0.5153832095	-0.3004265119	0.3150577346	-0.3776507261	-0.128001223	-0.1524293888	-0.0384297317	0.0774850985	-0.286941803	0.0835677835	1.1991069684	0.2816381562
ChocolateTripleThick®Shakecup	-0.1506910483	-0.5077428173	-0.234531633	0.323455608	-0.3815015758	-0.1497411159	-0.1524293888	-0.0423850184	-0.0289085273	-0.2911251217	0.0412515118	1.7327350212	0.2973606657
SnackSizeMcFlurry®withM&M'S®Candies	-0.1882107213	-0.6024086583	0.2188283599	0.2282146094	-0.4711457749	-0.2042425219	-0.1524293888	-0.1344604138	-0.4061357874	0.2632132442	0.854117569	1.0286333799	-0.124953251
SnackSizeMcFlurry®withOREO®Cookies	-0.1348739312	-0.4053216125	0.4095245053	0.0939631337	-0.3718115292	-0.1743583476	-0.1524293888	-0.0901586775	-0.0096325056	0.1162562926	0.3723141083	-0.4298628772	-0.0112321179
SnackSizeMcFlurry®withRolo®†**	-0.2113233304	-0.5404849772	0.1058232368	0.0571936213	-0.5216842508	-0.1743583476	-0.1524293888	-0.1478851823	-0.6618045701	0.1162562926	0.5407494645	0.7998496533	0.0995447788
StrawberryMcCafé®Shake	-0.1388975838	-0.6052211151	-0.5015793002	0.2455567377	-0.5335163078	-0.1468043233	-0.1469571607	-0.1296557598	-0.6814187676	-0.0283466574	0.3634490896	1.7706753353	0.0778891448
StrawberryMcCafé®Shake	-0.1090318808	-0.606924434	-0.5015793002	0.2736676523	-0.517462484	-0.1462045558	-0.1480361915	-0.1267458989	-0.7142932675	-0.0733568714	0.3082612264	1.3367663919	0.1097977712
StrawberryMcCafé®Shake	-0.1428744497	-0.6024086583	-0.5015793002	0.3154353134	-0.4711457749	-0.1477946371	-0.145175505	-0.1344604138	-0.7376385311	-0.0626478223	0.3546871525	1.7578815084	0.1753588675
StrawberryTripleThick®Shakecup	-0.0802672175	-0.597446681	-0.5015793002	0.3881192333	-0.3611063348	-0.1437626453	-0.1450027935	-0.1148986082	-0.6218756682	-0.2566127427	0.0835677835	1.0633594812	0.2781442652
StrawberryTripleThick®Shakecup	-0.1266829242	-0.6015498545	-0.5015793002	0.3881192333	-0.3838548729	-0.1437626453	-0.1468594423	-0.009753903	-0.6784416126	-0.2566127427	0.0835677835	1.8099706605	0.268536065
StrawberryTripleThick®Shakecup	-0.0852851318	-0.5965595083	-0.5015793002	0.3881192333	-0.3930772532	-0.120333504	-0.1482142941	-0.0012286566	-0.7197194639	-0.2475959951	0.1333179949	1.2651462864	0.2646408487
StrawberryTripleThick®Shakecup	-0.1204105314	-0.593454404	-0.5015793002	0.4050133336	-0.4102923631	-0.1422007026	-0.1468092626	-0.0012286566	-0.6769128033	-0.2475959951	0.094623386	1.830149341	0.2937251305
VanillaMcCafé®cup)	-0.1730986308	-0.5937994156	-0.5015793002	-0.0054507332	-0.5633155624	-0.1373413251	-0.1524293888	-0.192783575	-0.6721565077	0.039938069	0.4471742666	1.8929274582	0.1030615056
VanillaMcCafé®cup)	-0.1348739312	-0.5877921549	-0.5015793002	0.0204241088	-0.4842160704	-0.1386633616	-0.1524293888	-0.1767484347	-0.708388289	-0.0211165099	0.3723141083	1.4147059185	0.1074574142
VanillaMcCafé®cup)	-0.1182945434	-0.5865707992	-0.5015793002	0.0642817201	-0.4882788852	-0.1416737821	-0.1524293888	-0.1047641788	-0.7336445222	-0.0757346121	0.3053458342	1.8369566067	0.1563632215
VanillaTripleThickShake®cup	-0.1204105314	-0.5810339867	-0.5015793002	0.1459704622	-0.4102923631	-0.1422007026	-0.1524293888	-0.0012286566	-0.7625261245	-0.2475959951	0.094623386	1.830149341	0.2791829896
VanillaTripleThick®Shake	-0.0802672175	-0.5810339867	-0.5015793002	0.1202270712	-0.4521004872	-0.1437626453	-0.1524293888	-0.1148986082	-0.6218756682	-0.2566127427	0.0835677835	1.0633594812	0.2397114644
VanillaTripleThick®Shakecup	-0.1140240951	-0.5726784332	-0.5015793002	0.1494516707	-0.3677240913	-0.1406103608	-0.1524293888	0.0074515942	-0.6753561975	-0.2384153066	0.1058799995	1.8506949066	0.2900234946
VanillaTripleThick®Shakecup	-0.0852851318	-0.5779288823	-0.5015793002	0.1347077286	-0.3930772532	-0.120333504	-0.1524293888	-0.0012286566	-0.7197194639	-0.2475959951	0.1333179949	1.2651462864	0.2646408487
1%LowFatMilkJug	-0.0431346522	0.0508547435	-0.5015793002	0.0130702064	1.7863556624	0.1683135176	-0.0900459882	2.576805844	-0.8481394457	-0.3233366754	0.1449263775	-0.4298628772	-0.5904370348
1%LowFatChocolateMilkJug	-0.5935703262	-0.2025765654	0.4095245053	0.3513497209	0.7522338831	-0.0315784038	-0.0973852118	1.1220979232	-0.8481394457	-0.5706077199	-0.3856449944	-0.4298628772	-0.0587079308
MinuteMaid®OrangeJuicecup	-0.8229185236	-0.8108117067	-0.5015793002	1.0132009449	-0.7614806054	-0.3171382914	1.303183291	-0.7990401564	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	0.700905075
MinuteMaid®OrangeJuicecup	-0.8229185236	-0.8108117067	-0.5015793002	1.0789990198	-0.6676129535	-0.3171382914	1.3250722035	-0.7081361026	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	0.7858617927
MinuteMaid®OrangeJuice(Large)cup	-0.8229185236	-0.798502186	-0.5015793002	1.1024983323	-0.7250829445	-0.3171382914	1.2957566957	-0.7878247212	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	0.8162034777
Coca-Cola®cup	-0.8229185236	-0.7794783813	-0.5015793002	1.8087594869	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.728109026
Coca-Cola®cup	-0.8229185236	-0.7648561627	-0.5015793002	1.846643227	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.7770234998
Coca-Cola®Classiccup	-0.8229185236	-0.7615736239	-0.5015793002	1.9657064102	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.9307547034
Coca-Cola®cup	-0.8229185236	-0.7663385996	-0.5015793002	1.9810694015	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.9505909877
cup	-0.8229185236	-0.6228117539	-0.5015793002	1.6951082666	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.5813656044
cup	-0.8229185236	-0.6269895307	-0.5015793002	1.7632989988	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.6694116573
Sprite®cup	-0.8229185236	-0.6302720695	-0.5015793002	1.846643227	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.7770234998
cup	-0.8229185236	-0.6329192783	-0.5015793002	1.8600858445	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.7943802486
Hi-C®OrangeLavaburstcup	-0.8229185236	-0.8108117067	-0.5015793002	1.846643227	-1.271047859	-0.3171382914	1.2771902074	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.7770234998
Hi-C®OrangeLavaburstcup	-0.8229185236	-0.7892700455	-0.5015793002	1.9508235123	-1.271047859	-0.3171382914	1.3096815619	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.9115383029
Hi-C®OrangeLavaburstcup	-0.8229185236	-0.7820894917	-0.5015793002	1.846643227	-1.271047859	-0.3171382914	1.2122074985	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.7770234998
Hi-C®OrangeLavaburstcup	-0.8229185236	-0.7911164736	-0.5015793002	1.8704558636	-1.271047859	-0.3171382914	1.2734769098	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.8077697405
POWERade®MountainBlastcup	-0.8229185236	-0.1707166294	-0.5015793002	1.3703904944	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	2.0844859069
POWERade®MountainBlastcup	-0.8229185236	-0.2248785206	-0.5015793002	1.1382172872	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.8308294211
POWERade®MountainBlastcup	-0.8229185236	-0.2133896346	-0.5015793002	1.0965451731	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.6694116573
POWERade®MountainBlastcup	-0.8229185236	-0.2154785229	-0.5015793002	1.1268521652	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.728109026
CoffeeCream(11ml)	3.0760008334	-0.2938118366	-0.5015793002	-1.4871259014	-1.271047859	0.1683135176	-0.1524293888	0.2215644484	-0.8481394457	3.4132035528	5.2990482758	-0.4298628772	-2.5274501995
SugarPacket1pkg	-0.8229185236	-0.8108117067	-0.5015793002	1.846643227	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.7770234998
IcedCoffee--	0.3767489708	-0.3866066851	-0.5015793002	0.4362024419	-0.9770667512	-0.167768504	-0.1524293888	-0.5937114194	-0.8481394457	0.5389418388	1.1691429086	-0.4298628772	0.0800675222
IcedCoffee--Caramel11.5floz(85	0.4083191681	-0.3935837413	-0.5015793002	0.289422121	-0.868757922	-0.1638377201	-0.1524293888	-0.5841760291	-0.8481394457	0.4633033727	1.1169756829	-0.4298628772	-0.2336188202
IcedCoffee--	0.3323168414	-0.4023179822	-0.5015793002	0.4112704078	-0.9879549404	-0.1733007184	-0.1524293888	-0.6071315983	-0.8481394457	0.4724080028	1.0834856121	-0.4298628772	-0.0762915652
IcedCoffee--Hazelnut	0.3767489708	-0.5987091959	-0.5015793002	0.5323688591	-0.9770667512	-0.0930836103	-0.1524293888	-0.5937114194	-0.8481394457	0.5389418388	1.1691429086	-0.4298628772	0.0800675222
IcedCoffee--Hazelnut11.5floz(85	0.4083191681	-0.5931275509	-0.5015793002	0.4210182708	-0.868757922	-0.1127375297	-0.1524293888	-0.5841760291	-0.8481394457	0.4633033727	1.1169756829	-0.4298628772	-0.0637053847
IcedCoffee--Hazelnut	0.3323168414	-0.5937994156	-0.5015793002	0.5038751058	-0.9879549404	-0.1373413251	-0.1524293888	-0.6071315983	-0.8481394457	0.4724080028	1.0834856121	-0.4298628772	0.0432771487
IcedCoffee--	0.2910584355	-0.6138593752	-0.5015793002	0.4774166207	-0.9980654017	-0.1784377745	-0.1524293888	-0.619593193	-0.8481394457	0.4106265837	1.0039466939	-0.4298628772	0.009114659
IcedCoffee--Regular11.5floz(86	0.3467572835	-0.6040117587	-0.5015793002	0.3881192333	-0.8888724188	-0.1715027487	-0.1524293888	-0.6027700401	-0.8481394457	0.3772646174	1.0039466939	-0.4298628772	-0.1061837436
IcedCoffee--	0.2910584355	-0.6015498545	-0.5015793002	0.5220653144	-0.9980654017	-0.1784377745	-0.1524293888	-0.619593193	-0.8481394457	0.4106265837	1.0039466939	-0.4298628772	0.0667638604
IcedCoffee--Vanilla11.5floz(85	0.4083191681	-0.5931275509	-0.5015793002	0.3552201959	-0.868757922	-0.1638377201	-0.1524293888	-0.5841760291	-0.8481394457	0.4633033727	1.1169756829	-0.4298628772	-0.0637053847
IcedCoffee--Vanilla(Large)†cup	0.3323168414	-0.6065648444	-0.5015793002	0.5038751058	-0.9879549404	-0.1733007184	-0.1524293888	-0.6071315983	-0.8481394457	0.4724080028	1.0834856121	-0.4298628772	0.0432771487
IcedCoffeewithSugarFreeVanillaSyrup	1.7763610477	-0.0065896865	-0.5015793002	-1.2787653309	-0.634088792	0.0064962479	-0.1524293888	-0.1709757843	-0.8481394457	2.634757672	3.8673477485	-0.4298628772	-0.3752133498
IcedCoffeewithSugarFreeVanillaSyrup11.5floz(85	1.7763610477	-0.0448859732	-0.5015793002	-1.2093118074	-0.4217691031	0.0064962479	-0.1524293888	-0.1709757843	-0.8481394457	2.3752757117	3.628730994	-0.4298628772	-0.5545664206
IcedCoffeewithSugarFreeVanillaSyrup	1.7763610477	-0.0065896865	-0.5015793002	-1.2787653309	-0.634088792	0.0064962479	-0.1524293888	-0.1709757843	-0.8481394457	2.634757672	3.8673477485	-0.4298628772	-0.3752133498
ml)	-0.52300165	0.0906239643	0.6898641377	0.5323688591	1.3747821114	0.0562861771	-0.1284357732	2.2144610139	0.6138726549	-1.2574717325	-1.1436040971	-0.4298628772	0.4525700539
FrozenStrawberryLemonade(12flozcup)†	-0.8229185236	-0.7418783907	-0.5015793002	1.7007908276	-1.0799601389	-0.2685931105	1.485134876	-0.8382941797	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.3465761299
FrozenStrawberryLemonade(16flozcup)†	-0.8229185236	-0.7418783907	-0.5015793002	1.7632989988	-1.1181776829	-0.2394660019	1.4695390258	-0.8618465936	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.4111432354
FrozenStrawberryLemonade(22flozcup)†	-0.8229185236	-0.737700614	-0.5015793002	1.6951082666	-1.0394263801	-0.2582956479	1.3598954733	-0.8133143467	-0.5601673653	-1.1867039251	-1.0134495037	-0.4298628772	1.385707709
SweetTea(Child)†cup	-0.8229185236	-0.7794783813	-0.5015793002	1.5814570463	-1.271047859	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.4346221828
SweetTea(Large)†cup	-0.8229185236	-0.7738831446	-0.5015793002	1.5936339628	-1.1345566304	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.4503446923
SweetTea(Medium)†cup	-0.8229185236	-0.7725154201	-0.5015793002	1.6382826565	-1.05872817	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.5079938936
SweetTea(Small)†cup	-0.8229185236	-0.7648561627	-0.5015793002	1.5132663142	-1.0162642322	-0.3171382914	-0.1524293888	-0.9560562495	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.3465761299
NonfatCappuccinocup	-0.1730986308	0.1657436036	-0.5015793002	0.3881192333	2.5507065427	0.3301307872	-0.1524293888	3.9506966581	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	-0.1061837436
NonfatCappuccinocup	-0.335553604	0.1370213886	-0.5015793002	0.3881192333	2.5507065427	0.2896764698	-0.1524293888	3.4600213674	0.339745386	-1.2574717325	-1.1436040971	-0.4298628772	-0.1061837436
NonfatCappuccinocup	-0.3897052617	0.1848917469	-0.5015793002	0.3186657098	2.5507065427	0.2222526075	-0.1524293888	3.6235797976	0.2077581825	-1.2574717325	-1.1436040971	-0.4298628772	-0.195860279
NonfatLattecup	-0.3897052617	0.0700028869	-0.5015793002	0.3186657098	2.5507065427	0.2222526075	-0.1524293888	2.9693460766	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	-0.195860279
NonfatLattecup	-0.4684713094	0.0665214063	-0.5015793002	0.2176424029	2.2032743244	0.1241815349	-0.1524293888	3.3262008335	0.0157767956	-1.2574717325	-1.1436040971	-0.4298628772	-0.326298876
NonfatLattecup	-0.4980085772	0.1082991735	-0.5015793002	0.3881192333	2.5507065427	0.2896764698	-0.1524293888	3.4600213674	-0.0562162245	-1.2574717325	-1.1436040971	-0.4298628772	-0.1061837436
NonfatCaramelCappuccinocup	-0.5629905665	-0.2593451786	-0.5015793002	1.1798894013	0.0028702749	-0.1229575678	-0.1524293888	0.614104681	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.0237406024
NonfatCaramelCappuccinocup	-0.6177122417	-0.2666013171	-0.5015793002	1.2105951696	-0.0641780479	-0.1127375297	-0.1524293888	0.5934446687	-0.3479774113	-1.2574717325	-1.1436040971	-0.4298628772	0.9557752282
NonfatCaramelCappuccinocup	-0.6534002907	-0.2713335814	-0.5015793002	1.1762657392	-0.107905215	-0.1482854883	-0.1524293888	0.3239662482	-0.4349621129	-1.2574717325	-1.1436040971	-0.4298628772	0.9114499842
NonfatCaramelcup	-0.5935703262	-0.2025765654	-0.5015793002	1.1602789947	0.3026157182	-0.0886903813	-0.1524293888	0.7757388944	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	0.8908083264
NonfatCaramelcup	-0.6456949165	-0.2468118484	-0.5015793002	1.070026555	0.2923971235	-0.0964783782	-0.1524293888	0.6497901567	-0.4161813251	-1.2574717325	-1.1436040971	-0.4298628772	0.7742767858
NonfatCaramelcup	-0.6729600868	-0.2275298019	-0.5015793002	1.0612841535	0.1988576801	-0.1304260572	-0.1524293888	0.6292023822	-0.4826364206	-1.2574717325	-1.1436040971	-0.4298628772	0.7629888303
NonfatHazelnutCappuccinocup	-0.5629905665	-0.4891228986	-0.5015793002	1.3465778577	0.0028702749	-0.0582306599	-0.1524293888	0.614104681	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.1313524449
NonfatHazelnutCappuccinocup	-0.6177122417	-0.4842854729	-0.5015793002	1.3421913194	-0.0641780479	-0.0616373393	-0.1524293888	0.5934446687	-0.3479774113	-1.2574717325	-1.1436040971	-0.4298628772	1.1256886637
NonfatHazelnutCappuccinocup	-0.6534002907	-0.5111016371	-0.5015793002	1.2849756021	-0.107905215	-0.1060722875	-0.1524293888	0.3239662482	-0.4349621129	-1.2574717325	-1.1436040971	-0.4298628772	1.051813257
NonfatHazelnutcup	-0.6063118927	-0.4469969833	-0.5015793002	1.0826544684	0.2151899639	-0.047442842	-0.1524293888	0.6795280531	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	0.7905816104
NonfatHazelnutcup	-0.6456949165	-0.4504784639	-0.5015793002	1.1268521652	0.2923971235	0.0138515784	-0.1524293888	0.6497901567	-0.4161813251	-1.2574717325	-1.1436040971	-0.4298628772	0.8476484966
NonfatHazelnutcup	-0.6729600868	-0.4528887197	-0.5015793002	1.1574505706	0.1988576801	-0.0370699401	-0.1524293888	0.6292023822	-0.4826364206	-1.2574717325	-1.1436040971	-0.4298628772	0.8871563408
NonfatVanillaCappuccinocup	-0.5629905665	-0.4891228986	-0.5015793002	1.3465778577	0.0028702749	-0.1229575678	-0.1524293888	0.614104681	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.1313524449
NonfatVanillaCappuccinocup	-0.6177122417	-0.4842854729	-0.5015793002	1.2763932445	-0.0641780479	-0.1127375297	-0.1524293888	0.5934446687	-0.3479774113	-1.2574717325	-1.1436040971	-0.4298628772	1.040731946
NonfatVanillaCappuccinocup	-0.6534002907	-0.5111016371	-0.5015793002	1.2849756021	-0.107905215	-0.1482854883	-0.1524293888	0.3239662482	-0.4349621129	-1.2574717325	-1.1436040971	-0.4298628772	1.051813257
NonfatVanillacup	-0.6063118927	-0.4469969833	-0.5015793002	1.0826544684	0.2151899639	-0.1013819318	-0.1524293888	0.6795280531	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	0.7905816104
NonfatVanillacup	-0.6456949165	-0.4504784639	-0.5015793002	1.1268521652	0.2923971235	-0.0964783782	-0.1524293888	0.6497901567	-0.4161813251	-1.2574717325	-1.1436040971	-0.4298628772	0.8476484966
NonfatVanillacup	-0.6729600868	-0.4528887197	-0.5015793002	1.1574505706	0.1988576801	-0.1304260572	-0.1524293888	0.6292023822	-0.4826364206	-1.2574717325	-1.1436040971	-0.4298628772	0.8871563408
NonfatCappuccinowithSugarFreeVanillaSyrupcup	-0.0431346522	0.5678546137	-0.5015793002	0.5131355756	2.5507065427	0.2654038794	-0.1524293888	3.7544265418	1.0524762851	-1.2574717325	-1.1436040971	-0.4298628772	2.3150827122
NonfatCappuccinowithSugarFreeVanillaSyrupcup	-0.2659300441	0.4693784479	-0.5015793002	0.2988218459	2.5507065427	0.237663776	-0.1524293888	3.249731957	0.5094432192	-1.2574717325	-1.1436040971	-0.4298628772	1.8538891016
NonfatCappuccinowithSugarFreeVanillaSyrupcup	-0.335553604	0.4816879687	-0.5015793002	0.2318488054	2.5507065427	0.1683135176	-0.1524293888	2.7240084312	0.339745386	-1.2574717325	-1.1436040971	-0.4298628772	1.9115383029
NonfatLattewithSugarFreeVanillaSyrupcup	-0.335553604	0.3093546786	-0.5015793002	0.2318488054	2.0729872425	0.1683135176	-0.1524293888	2.7240084312	0.339745386	-1.2574717325	-1.1436040971	-0.4298628772	1.1044494843
NonfatLattewithSugarFreeVanillaSyrupcup	-0.3897052617	0.414669467	-0.5015793002	0.3186657098	2.5507065427	0.2222526075	-0.1524293888	3.6235797976	0.2077581825	-1.2574717325	-1.1436040971	-0.4298628772	1.4183173582
NonfatLattewithSugarFreeVanillaSyrupcup	-0.4684713094	0.3798546609	-0.5015793002	0.2176424029	2.5507065427	0.3448414481	-0.1524293888	3.3262008335	0.0157767956	-1.2574717325	-1.1436040971	-0.4298628772	1.4346221828
MochawithNonfatMilkcup	-0.6604635504	-0.4374229116	-0.5015793002	0.283938948	-0.1563694918	-0.1553210217	-0.1524293888	0.2706319774	-0.0562162245	-0.3817201165	-0.0698287016	-0.4298628772	0.2301032641
MochawithNonfatMilkcup	-0.5444242838	-0.4169070438	-0.5015793002	0.3881192333	-0.1791180299	-0.1437626453	-0.1524293888	0.0953908022	-0.1693481133	-0.4234225744	-0.0698287016	-0.4298628772	0.355009867
MochawithNonfatMilkcup	-0.5866203808	-0.4139229175	-0.5015793002	0.4070611034	-0.1129404645	-0.1700316826	-0.1524293888	0.1145080213	0.0157767956	-0.5497936589	-0.2325219433	-0.4298628772	0.3095892842
HotChocolatewithNonfatMilkcup	-0.5110049751	-0.424785137	-0.5015793002	0.3631159648	-0.0480864505	-0.1229575678	-0.1524293888	0.4570885879	-0.0878931534	-0.4167501811	-0.1127797174	-0.4298628772	0.2489353366
HotChocolatewithNonfatMilkcup	-0.5713753393	-0.3883171892	-0.5015793002	0.4082831595	0.0850585416	-0.0822422548	-0.1524293888	0.5634543284	-0.2350375971	-0.504137009	-0.1737424495	-0.4298628772	0.3364133505
HotChocolatewithNonfatMilkcup	-0.6229739412	-0.3689314758	-0.5015793002	0.4041469695	0.2968513827	-0.0681886458	-0.1524293888	0.855667901	-0.3608020788	-0.6586672087	-0.3726884285	-0.4298628772	0.2870133731
IcedNonfatLattecup	-0.0431346522	0.1542547176	-0.5015793002	0.263102891	2.5507065427	0.2654038794	-0.1524293888	2.576805844	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	-0.2676015073
IcedNonfatLattecup	-0.1730986308	0.2231880336	-0.5015793002	0.3881192333	2.5507065427	0.3301307872	-0.1524293888	2.9693460766	0.7357069966	-1.2574717325	-1.1436040971	-0.4298628772	-0.1061837436
IcedNonfatLattecup	-0.2659300441	0.2231880336	-0.5015793002	0.4774166207	2.5507065427	0.237663776	-0.1524293888	3.249731957	0.5094432192	-1.2574717325	-1.1436040971	-0.4298628772	0.009114659
IcedNonfatCaramelLattecup	-0.8229185236	-0.2938118366	-0.5015793002	1.1917957196	-0.4521004872	-0.1784377745	-0.1524293888	-0.1148986082	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	0.9315018803
IcedNonfatCaramelLattecup	-0.5629905665	-0.2593451786	-0.5015793002	1.1798894013	0.0028702749	-0.1229575678	-0.1524293888	0.2215644484	-0.2146008688	-1.2574717325	-1.1436040971	-0.4298628772	0.91612876
IcedNonfatCaramelLattecup	-0.6177122417	-0.2666013171	-0.5015793002	1.1447970947	-0.0641780479	-0.1638377201	-0.1524293888	0.2835444851	-0.3479774113	-1.2574717325	-1.1436040971	-0.4298628772	0.8708185105
IcedNonfatHazelnutLattecup	-0.8229185236	-0.5646212924	-0.5015793002	1.3703904944	-0.4521004872	-0.1090875161	-0.1524293888	-0.1148986082	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.1620986856
IcedNonfatHazelnutLattecup	-0.5629905665	-0.4891228986	-0.5015793002	1.2632336295	0.0028702749	-0.0582306599	-0.1524293888	0.2215644484	-0.2146008688	-1.2574717325	-1.1436040971	-0.4298628772	1.0237406024
IcedNonfatHazelnutLattecup	-0.6177122417	-0.5205661656	-0.5015793002	1.2763932445	-0.0641780479	-0.0616373393	-0.1524293888	0.2835444851	-0.3479774113	-1.2574717325	-1.1436040971	-0.4298628772	1.040731946
IcedNonfatVanillaLattecup	-0.8229185236	-0.5646212924	-0.5015793002	1.281093107	-0.4521004872	-0.1784377745	-0.1524293888	-0.1148986082	-0.8481394457	-1.2574717325	-1.1436040971	-0.4298628772	1.046800283
IcedNonfatVanillaLattecup	-0.5629905665	-0.4891228986	-0.5015793002	1.2632336295	0.0028702749	-0.1229575678	-0.1524293888	0.2215644484	-0.2146008688	-1.2574717325	-1.1436040971	-0.4298628772	1.0237406024
IcedNonfatVanillaLattecup	-0.6177122417	-0.5024258193	-0.5015793002	1.2105951696	-0.0641780479	-0.1638377201	-0.1524293888	0.2835444851	-0.3479774113	-1.2574717325	-1.1436040971	-0.4298628772	0.9557752282
IcedNonfatLattewithSugarFreeVanillaSyrupcup	-0.8229185236	0.6540212587	-0.5015793002	0.0755783775	2.5507065427	0.1683135176	-0.1524293888	3.4600213674	1.5276302178	-1.2574717325	-1.1436040971	-0.4298628772	2.7186271216
